pair_id,history_length,cost_to_go,object_location_updates,num_reversals,interference_count,state_visible_prompt,history_only_prompt,annotator,date,sv_manual_level,ho_manual_level,delta_direction_ok,notes
chain-6-boat-3#s1,1,2,3,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. The item5 and the item6 must not be left together without the farmer. Current situation -- Left bank: item1, item3, item5. Right bank: farmer, item2, item4, item6. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. The item5 and the item6 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, item4, item5, and item6 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item2, item4, and item6 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
chain-6-boat-4#s1,1,2,3,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. The item5 and the item6 must not be left together without the farmer. Current situation -- Left bank: item1, item3, item5. Right bank: farmer, item2, item4, item6. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. The item5 and the item6 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, item4, item5, and item6 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item2, item4, and item6 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-3-boat-1#s2,3,4,2,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 1 item per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Current situation -- Left bank: item2. Right bank: farmer, item1, item3. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 1 item per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, and item3 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item1 crossed to the right bank.
2. farmer alone crossed to the left bank.
3. farmer with item3 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-3-boat-2#s1,1,2,2,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Current situation -- Left bank: item1. Right bank: farmer, item2, item3. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, and item3 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item2, and item3 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-3-boat-3#s0,2,1,2,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Current situation -- Left bank: farmer, item1. Right bank: item2, item3. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, and item3 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item2, and item3 crossed to the right bank.
2. farmer alone crossed to the left bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-3-boat-4#s0,2,1,2,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Current situation -- Left bank: farmer, item1. Right bank: item2, item3. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, and item3 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item2, and item3 crossed to the right bank.
2. farmer alone crossed to the left bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-4-boat-2#s2,2,3,3,1,1,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2, item3. Right bank: item4. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, and item4 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item1, and item4 crossed to the right bank.
2. farmer with item1 crossed to the left bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-4-boat-3#s1,1,2,3,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. Current situation -- Left bank: item1. Right bank: farmer, item2, item3, item4. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, and item4 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item2, item3, and item4 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-4-boat-4#s0,2,1,3,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. Current situation -- Left bank: farmer, item1. Right bank: item2, item3, item4. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, and item4 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item2, item3, and item4 crossed to the right bank.
2. farmer alone crossed to the left bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-5-boat-2#s2,3,4,3,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. Current situation -- Left bank: item2, item3. Right bank: farmer, item1, item4, item5. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, item4, and item5 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item1 crossed to the right bank.
2. farmer alone crossed to the left bank.
3. farmer with item4, and item5 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-5-boat-3#s1,3,2,6,1,1,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. Current situation -- Left bank: item1. Right bank: farmer, item2, item3, item4, item5. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, item4, and item5 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item1, and item2 crossed to the right bank.
2. farmer with item1 crossed to the left bank.
3. farmer with item3, item4, and item5 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-5-boat-4#s1,1,2,4,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. Current situation -- Left bank: item1. Right bank: farmer, item2, item3, item4, item5. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, item4, and item5 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item2, item3, item4, and item5 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-6-boat-2#s2,4,5,4,1,1,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2, item3, item4. Right bank: item5, item6. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, item4, item5, and item6 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item1 crossed to the right bank.
2. farmer alone crossed to the left bank.
3. farmer with item5, and item6 crossed to the right bank.
4. farmer with item1 crossed to the left bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-6-boat-3#s2,2,3,4,1,1,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2, item3, item4. Right bank: item5, item6. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, item4, item5, and item6 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item1, item5, and item6 crossed to the right bank.
2. farmer with item1 crossed to the left bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
star-6-boat-4#s1,3,2,7,1,1,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. Current situation -- Left bank: item1. Right bank: farmer, item2, item3, item4, item5, item6. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, item4, item5, and item6 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item1, and item2 crossed to the right bank.
2. farmer with item1 crossed to the left bank.
3. farmer with item3, item4, item5, and item6 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
cycle-3-boat-2#s1,1,2,2,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Current situation -- Left bank: item2. Right bank: farmer, item1, item3. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, and item3 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item1, and item3 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
cycle-3-boat-3#s0,2,1,3,1,1,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2. Right bank: item3. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, and item3 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item1, and item3 crossed to the right bank.
2. farmer with item1 crossed to the left bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
cycle-3-boat-4#s0,2,1,3,1,1,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2. Right bank: item3. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, and item3 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item1, and item3 crossed to the right bank.
2. farmer with item1 crossed to the left bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
cycle-4-boat-2#s1,1,2,2,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. Current situation -- Left bank: item1, item3. Right bank: farmer, item2, item4. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, and item4 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item2, and item4 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
cycle-4-boat-3#s1,1,2,2,0,0,"You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. Current situation -- Left bank: item1, item3. Right bank: farmer, item2, item4. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.","You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. Goal: get everything to the right bank. Initial state: farmer, item1, item2, item3, and item4 start on the left bank with the boat; the right bank starts empty. Move history so far:
1. farmer with item2, and item4 crossed to the right bank.
Based only on the initial state and move history, infer the present configuration and find a sequence of crossings that gets everything to the right bank from here.",,,,,,
