run,seed,dim,item_id,true_level,judge,assigned,example
r25,2507,PLe,PLe-04,4,haiku,4,"Translate a long legal contract, where a mistranslated defined term early on corrupts every later clause that uses it."
r25,2507,PLe,PLe-04,4,sonnet,4,"Translate a long legal contract, where a mistranslated defined term early on corrupts every later clause that uses it."
r25,2507,PLe,PLe-04,4,opus,4,"Translate a long legal contract, where a mistranslated defined term early on corrupts every later clause that uses it."
r25,2507,PLe,PLe-05,0,haiku,0,Select the figure that fits the pattern from A to E.
r25,2507,PLe,PLe-05,0,sonnet,0,Select the figure that fits the pattern from A to E.
r25,2507,PLe,PLe-05,0,opus,0,Select the figure that fits the pattern from A to E.
r25,2507,PLe,PLe-06,0,haiku,1,Type a query into a search engine and read the first result.
r25,2507,PLe,PLe-06,0,sonnet,0,Type a query into a search engine and read the first result.
r25,2507,PLe,PLe-06,0,opus,0,Type a query into a search engine and read the first result.
r25,2507,PLe,PLe-07,5,haiku,5,"Migrate a live production database without a rollback mechanism, where a wrong step corrupts data irrecoverably."
r25,2507,PLe,PLe-07,5,sonnet,5,"Migrate a live production database without a rollback mechanism, where a wrong step corrupts data irrecoverably."
r25,2507,PLe,PLe-07,5,opus,5,"Migrate a live production database without a rollback mechanism, where a wrong step corrupts data irrecoverably."
r25,2507,PLe,PLe-08,1,haiku,1,"Navigate to an address following turn-by-turn directions, where any wrong turn is immediately flagged and rerouted."
r25,2507,PLe,PLe-08,1,sonnet,1,"Navigate to an address following turn-by-turn directions, where any wrong turn is immediately flagged and rerouted."
r25,2507,PLe,PLe-08,1,opus,1,"Navigate to an address following turn-by-turn directions, where any wrong turn is immediately flagged and rerouted."
r25,2507,PLe,PLe-09,1,haiku,1,Cook from a recipe in which each step's outcome makes success immediately apparent before moving on.
r25,2507,PLe,PLe-09,1,sonnet,1,Cook from a recipe in which each step's outcome makes success immediately apparent before moving on.
r25,2507,PLe,PLe-09,1,opus,1,Cook from a recipe in which each step's outcome makes success immediately apparent before moving on.
r25,2507,PLe,PLe-10,2,haiku,2,"Follow a tutorial to implement a small transformer network, running the code at each milestone."
r25,2507,PLe,PLe-10,2,sonnet,2,"Follow a tutorial to implement a small transformer network, running the code at each milestone."
r25,2507,PLe,PLe-10,2,opus,2,"Follow a tutorial to implement a small transformer network, running the code at each milestone."
r25,2507,PLe,PLe-11,1,haiku,0,Find the winning line in a given chess position and write it down. (All the difficulty is in finding the plan; carrying it out is a single step.)
r25,2507,PLe,PLe-11,1,sonnet,0,Find the winning line in a given chess position and write it down. (All the difficulty is in finding the plan; carrying it out is a single step.)
r25,2507,PLe,PLe-11,1,opus,0,Find the winning line in a given chess position and write it down. (All the difficulty is in finding the plan; carrying it out is a single step.)
r25,2507,PLe,PLe-12,2,haiku,1,"Build a piece of furniture from instructions, where each completed stage visibly fits or does not."
r25,2507,PLe,PLe-12,2,sonnet,2,"Build a piece of furniture from instructions, where each completed stage visibly fits or does not."
r25,2507,PLe,PLe-12,2,opus,1,"Build a piece of furniture from instructions, where each completed stage visibly fits or does not."
r25,2507,PLe,PLe-13,4,haiku,4,"Extend a large codebase that has no test suite, where a subtle early bug only surfaces much later in dependent components."
r25,2507,PLe,PLe-13,4,sonnet,4,"Extend a large codebase that has no test suite, where a subtle early bug only surfaces much later in dependent components."
r25,2507,PLe,PLe-13,4,opus,4,"Extend a large codebase that has no test suite, where a subtle early bug only surfaces much later in dependent components."
r25,2507,PLe,PLe-14,2,haiku,1,Complete a long structured application form that validates each section on submission.
r25,2507,PLe,PLe-14,2,sonnet,2,Complete a long structured application form that validates each section on submission.
r25,2507,PLe,PLe-14,2,opus,2,Complete a long structured application form that validates each section on submission.
r25,2507,PLe,PLe-15,3,haiku,2,Summarise a long document and extract its main arguments. (A weak paragraph is fixed in place; nothing downstream depends on it.)
r25,2507,PLe,PLe-15,3,sonnet,3,Summarise a long document and extract its main arguments. (A weak paragraph is fixed in place; nothing downstream depends on it.)
r25,2507,PLe,PLe-15,3,opus,3,Summarise a long document and extract its main arguments. (A weak paragraph is fixed in place; nothing downstream depends on it.)
r25,2507,PLe,PLe-16,3,haiku,3,"Write and polish the introduction of a scientific paper, judging for yourself when each paragraph is finished."
r25,2507,PLe,PLe-16,3,sonnet,3,"Write and polish the introduction of a scientific paper, judging for yourself when each paragraph is finished."
r25,2507,PLe,PLe-16,3,opus,3,"Write and polish the introduction of a scientific paper, judging for yourself when each paragraph is finished."
r25,2507,PLe,PLe-17,3,haiku,5,"Draft the claims of a patent from the paper it is based on, with no examiner feedback until the whole set is filed."
r25,2507,PLe,PLe-17,3,sonnet,3,"Draft the claims of a patent from the paper it is based on, with no examiner feedback until the whole set is filed."
r25,2507,PLe,PLe-17,3,opus,3,"Draft the claims of a patent from the paper it is based on, with no examiner feedback until the whole set is filed."
r25,2507,PLe,PLe-18,1,haiku,1,Reset a password by following the prompts on a website.
r25,2507,PLe,PLe-18,1,sonnet,1,Reset a password by following the prompts on a website.
r25,2507,PLe,PLe-18,1,opus,1,Reset a password by following the prompts on a website.
r25,2507,PLe,PLe-19,5,haiku,5,"Conduct an archaeological excavation, where each removal destroys context that can never be re-examined."
r25,2507,PLe,PLe-19,5,sonnet,5,"Conduct an archaeological excavation, where each removal destroys context that can never be re-examined."
r25,2507,PLe,PLe-19,5,opus,5,"Conduct an archaeological excavation, where each removal destroys context that can never be re-examined."
r25,2507,PLs,PLs-01,4,haiku,4,"Monitor a staged software rollout across services, where dashboards show each service's changing state."
r25,2507,PLs,PLs-01,4,sonnet,4,"Monitor a staged software rollout across services, where dashboards show each service's changing state."
r25,2507,PLs,PLs-01,4,opus,4,"Monitor a staged software rollout across services, where dashboards show each service's changing state."
r25,2507,PLs,PLs-02,0,haiku,0,Solve a Sudoku from a printed grid. (The whole state is given; filling the grid is deduction and planning.)
r25,2507,PLs,PLs-02,0,sonnet,0,Solve a Sudoku from a printed grid. (The whole state is given; filling the grid is deduction and planning.)
r25,2507,PLs,PLs-02,0,opus,0,Solve a Sudoku from a printed grid. (The whole state is given; filling the grid is deduction and planning.)
r25,2507,PLs,PLs-03,5,haiku,5,"Fight a building fire that spreads unseen behind walls and ceilings, revealing itself only intermittently."
r25,2507,PLs,PLs-03,5,sonnet,5,"Fight a building fire that spreads unseen behind walls and ceilings, revealing itself only intermittently."
r25,2507,PLs,PLs-03,5,opus,5,"Fight a building fire that spreads unseen behind walls and ceilings, revealing itself only intermittently."
r25,2507,PLs,PLs-04,5,haiku,3,"Diagnose an intermittent fault that appears and disappears under conditions that cannot be observed directly, such as a race condition."
r25,2507,PLs,PLs-04,5,sonnet,5,"Diagnose an intermittent fault that appears and disappears under conditions that cannot be observed directly, such as a race condition."
r25,2507,PLs,PLs-04,5,opus,5,"Diagnose an intermittent fault that appears and disappears under conditions that cannot be observed directly, such as a race condition."
r25,2507,PLs,PLs-05,0,haiku,0,"Answer a word problem that states every quantity it needs: two trains leave stations 300 km apart at given speeds, and you must say when they meet."
r25,2507,PLs,PLs-05,0,sonnet,0,"Answer a word problem that states every quantity it needs: two trains leave stations 300 km apart at given speeds, and you must say when they meet."
r25,2507,PLs,PLs-05,0,opus,0,"Answer a word problem that states every quantity it needs: two trains leave stations 300 km apart at given speeds, and you must say when they meet."
r25,2507,PLs,PLs-06,0,haiku,0,Find the winning plan in a chess position shown on the board. (Nothing is hidden; the demand is Planning.)
r25,2507,PLs,PLs-06,0,sonnet,0,Find the winning plan in a chess position shown on the board. (Nothing is hidden; the demand is Planning.)
r25,2507,PLs,PLs-06,0,opus,0,Find the winning plan in a chess position shown on the board. (Nothing is hidden; the demand is Planning.)
r25,2507,PLs,PLs-07,5,haiku,5,"Navigate at sea by dead reckoning in fog, where position evolves unobserved under wind and current."
r25,2507,PLs,PLs-07,5,sonnet,5,"Navigate at sea by dead reckoning in fog, where position evolves unobserved under wind and current."
r25,2507,PLs,PLs-07,5,opus,5,"Navigate at sea by dead reckoning in fog, where position evolves unobserved under wind and current."
r25,2507,PLs,PLs-08,1,haiku,1,Read the current contents of a file before editing it.
r25,2507,PLs,PLs-08,1,sonnet,1,Read the current contents of a file before editing it.
r25,2507,PLs,PLs-08,1,opus,1,Read the current contents of a file before editing it.
r25,2507,PLs,PLs-09,1,haiku,1,Measure the floor of a room with a tape before ordering a carpet for it.
r25,2507,PLs,PLs-09,1,sonnet,1,Measure the floor of a room with a tape before ordering a carpet for it.
r25,2507,PLs,PLs-09,1,opus,1,Measure the floor of a room with a tape before ordering a carpet for it.
r25,2507,PLs,PLs-10,2,haiku,2,"Take a complete inventory of a storeroom, however many shelves it holds — each item is simply there to be counted."
r25,2507,PLs,PLs-10,2,sonnet,2,"Take a complete inventory of a storeroom, however many shelves it holds — each item is simply there to be counted."
r25,2507,PLs,PLs-10,2,opus,2,"Take a complete inventory of a storeroom, however many shelves it holds — each item is simply there to be counted."
r25,2507,PLs,PLs-11,2,haiku,2,"Explore an unfamiliar codebase to establish where a behaviour is implemented, each file being directly readable."
r25,2507,PLs,PLs-11,2,sonnet,2,"Explore an unfamiliar codebase to establish where a behaviour is implemented, each file being directly readable."
r25,2507,PLs,PLs-11,2,opus,2,"Explore an unfamiliar codebase to establish where a behaviour is implemented, each file being directly readable."
r25,2507,PLs,PLs-12,2,haiku,2,"Look up a customer's account, orders and reservations across several systems before making a change."
r25,2507,PLs,PLs-12,2,sonnet,2,"Look up a customer's account, orders and reservations across several systems before making a change."
r25,2507,PLs,PLs-12,2,opus,2,"Look up a customer's account, orders and reservations across several systems before making a change."
r25,2507,PLs,PLs-13,4,haiku,4,"Cook several dishes at once, each evolving visibly toward done or ruined."
r25,2507,PLs,PLs-13,4,sonnet,4,"Cook several dishes at once, each evolving visibly toward done or ruined."
r25,2507,PLs,PLs-13,4,opus,4,"Cook several dishes at once, each evolving visibly toward done or ruined."
r25,2507,PLs,PLs-14,3,haiku,3,"Debug why a program crashes: the whole source is there to read, but no line of it announces the fault — only its symptoms are visible, and experiments must be devised to expose it."
r25,2507,PLs,PLs-14,3,sonnet,3,"Debug why a program crashes: the whole source is there to read, but no line of it announces the fault — only its symptoms are visible, and experiments must be devised to expose it."
r25,2507,PLs,PLs-14,3,opus,3,"Debug why a program crashes: the whole source is there to read, but no line of it announces the fault — only its symptoms are visible, and experiments must be devised to expose it."
r25,2507,PLs,PLs-15,3,haiku,3,Work out why a houseplant is dying from its appearance and conditions.
r25,2507,PLs,PLs-15,3,sonnet,3,Work out why a houseplant is dying from its appearance and conditions.
r25,2507,PLs,PLs-15,3,opus,3,Work out why a houseplant is dying from its appearance and conditions.
r25,2507,PLs,PLs-16,3,haiku,3,Locate a fault in an electrical circuit using a multimeter.
r25,2507,PLs,PLs-16,3,sonnet,3,Locate a fault in an electrical circuit using a multimeter.
r25,2507,PLs,PLs-16,3,opus,3,Locate a fault in an electrical circuit using a multimeter.
r25,2507,PLs,PLs-17,4,haiku,4,"Drive through dense city traffic, where the situation changes continuously but every change is visible as it happens. (Other drivers' visible motion is tracked state; reasoning about their intentions is Mind Modelling (MSm).)"
r25,2507,PLs,PLs-17,4,sonnet,4,"Drive through dense city traffic, where the situation changes continuously but every change is visible as it happens. (Other drivers' visible motion is tracked state; reasoning about their intentions is Mind Modelling (MSm).)"
r25,2507,PLs,PLs-17,4,opus,4,"Drive through dense city traffic, where the situation changes continuously but every change is visible as it happens. (Other drivers' visible motion is tracked state; reasoning about their intentions is Mind Modelling (MSm).)"
r25,2507,PLs,PLs-18,1,haiku,1,Check a museum's opening hours before planning a visit.
r25,2507,PLs,PLs-18,1,sonnet,1,Check a museum's opening hours before planning a visit.
r25,2507,PLs,PLs-18,1,opus,1,Check a museum's opening hours before planning a visit.
r25,2507,MSc,MSc-01,0,haiku,0,Prove that there are infinitely many prime numbers.
r25,2507,MSc,MSc-01,0,sonnet,0,Prove that there are infinitely many prime numbers.
r25,2507,MSc,MSc-01,0,opus,0,Prove that there are infinitely many prime numbers.
r25,2507,MSc,MSc-02,0,haiku,0,Find the cheapest combination of flights for a fixed itinerary.
r25,2507,MSc,MSc-02,0,sonnet,0,Find the cheapest combination of flights for a fixed itinerary.
r25,2507,MSc,MSc-02,0,opus,0,Find the cheapest combination of flights for a fixed itinerary.
r25,2507,MSc,MSc-03,2,haiku,2,"Take a patient's history in a clinic, where each answer determines which symptom to ask about next."
r25,2507,MSc,MSc-03,2,sonnet,2,"Take a patient's history in a clinic, where each answer determines which symptom to ask about next."
r25,2507,MSc,MSc-03,2,opus,2,"Take a patient's history in a clinic, where each answer determines which symptom to ask about next."
r25,2507,MSc,MSc-04,4,haiku,4,"Persuade a landlord to release you from a lease six months early, when they have no reason to agree and would rather keep collecting the rent."
r25,2507,MSc,MSc-04,4,sonnet,4,"Persuade a landlord to release you from a lease six months early, when they have no reason to agree and would rather keep collecting the rent."
r25,2507,MSc,MSc-04,4,opus,4,"Persuade a landlord to release you from a lease six months early, when they have no reason to agree and would rather keep collecting the rent."
r25,2507,MSc,MSc-05,2,haiku,3,"Turn down a colleague's invitation to join their project without giving offence, when you will keep working with them afterwards."
r25,2507,MSc,MSc-05,2,sonnet,1,"Turn down a colleague's invitation to join their project without giving offence, when you will keep working with them afterwards."
r25,2507,MSc,MSc-05,2,opus,3,"Turn down a colleague's invitation to join their project without giving offence, when you will keep working with them afterwards."
r25,2507,MSc,MSc-06,0,haiku,0,Transcribe a recorded lecture into text.
r25,2507,MSc,MSc-06,0,sonnet,0,Transcribe a recorded lecture into text.
r25,2507,MSc,MSc-06,0,opus,0,Transcribe a recorded lecture into text.
r25,2507,MSc,MSc-07,3,haiku,2,"Tell a patient, as their doctor, that they have a serious illness, and work through the treatment options with them. (Grave and emotionally heavy, but the patient is not opposing the doctor and the protocol for such conversations is established.)"
r25,2507,MSc,MSc-07,3,sonnet,2,"Tell a patient, as their doctor, that they have a serious illness, and work through the treatment options with them. (Grave and emotionally heavy, but the patient is not opposing the doctor and the protocol for such conversations is established.)"
r25,2507,MSc,MSc-07,3,opus,2,"Tell a patient, as their doctor, that they have a serious illness, and work through the treatment options with them. (Grave and emotionally heavy, but the patient is not opposing the doctor and the protocol for such conversations is established.)"
r25,2507,MSc,MSc-08,4,haiku,4,Talk a co-founder out of a launch date they have staked their reputation on and still believe in.
r25,2507,MSc,MSc-08,4,sonnet,4,Talk a co-founder out of a launch date they have staked their reputation on and still believe in.
r25,2507,MSc,MSc-08,4,opus,4,Talk a co-founder out of a launch date they have staked their reputation on and still believe in.
r25,2507,MSc,MSc-09,5,haiku,4,Negotiate the release of hostages with a captor who reads every concession offered for signs of weakness.
r25,2507,MSc,MSc-09,5,sonnet,4,Negotiate the release of hostages with a captor who reads every concession offered for signs of weakness.
r25,2507,MSc,MSc-09,5,opus,4,Negotiate the release of hostages with a captor who reads every concession offered for signs of weakness.
r25,2507,MSc,MSc-10,5,haiku,5,Settle the custody arrangement in a divorce where both parents want the child to live with them and each expects the other to exploit any concession.
r25,2507,MSc,MSc-10,5,sonnet,5,Settle the custody arrangement in a divorce where both parents want the child to live with them and each expects the other to exploit any concession.
r25,2507,MSc,MSc-10,5,opus,5,Settle the custody arrangement in a divorce where both parents want the child to live with them and each expects the other to exploit any concession.
r25,2507,MSc,MSc-11,3,haiku,2,Agree a price with a market trader when both of you want the sale to happen.
r25,2507,MSc,MSc-11,3,sonnet,2,Agree a price with a market trader when both of you want the sale to happen.
r25,2507,MSc,MSc-11,3,opus,3,Agree a price with a market trader when both of you want the sale to happen.
r25,2507,MSc,MSc-12,1,haiku,1,Ask a librarian which shelf holds a book you can name.
r25,2507,MSc,MSc-12,1,sonnet,1,Ask a librarian which shelf holds a book you can name.
r25,2507,MSc,MSc-12,1,opus,1,Ask a librarian which shelf holds a book you can name.
r25,2507,MSc,MSc-13,1,haiku,1,Message a dental practice to move an appointment from Tuesday to Thursday.
r25,2507,MSc,MSc-13,1,sonnet,1,Message a dental practice to move an appointment from Tuesday to Thursday.
r25,2507,MSc,MSc-13,1,opus,1,Message a dental practice to move an appointment from Tuesday to Thursday.
r25,2507,MSc,MSc-14,2,haiku,2,"Interview a job candidate about a project on their CV, following up on what they actually say rather than reading out fixed questions."
r25,2507,MSc,MSc-14,2,sonnet,2,"Interview a job candidate about a project on their CV, following up on what they actually say rather than reading out fixed questions."
r25,2507,MSc,MSc-14,2,opus,2,"Interview a job candidate about a project on their CV, following up on what they actually say rather than reading out fixed questions."
r25,2507,MSc,MSc-15,1,haiku,1,"Write a newspaper column arguing for a national carbon tax. (However hard the argument is to make, it is composed and sent with no exchange to steer: choosing the words is Verbal Expression, judging what the readership already believes is Mind Modelling (MSm).)"
r25,2507,MSc,MSc-15,1,sonnet,1,"Write a newspaper column arguing for a national carbon tax. (However hard the argument is to make, it is composed and sent with no exchange to steer: choosing the words is Verbal Expression, judging what the readership already believes is Mind Modelling (MSm).)"
r25,2507,MSc,MSc-15,1,opus,1,"Write a newspaper column arguing for a national carbon tax. (However hard the argument is to make, it is composed and sent with no exchange to steer: choosing the words is Verbal Expression, judging what the readership already believes is Mind Modelling (MSm).)"
r25,2507,MSc,MSc-16,4,haiku,4,"Keep refusing a refund the policy does not allow to a customer who is shouting and demanding a manager, without conceding it and without the exchange breaking down."
r25,2507,MSc,MSc-16,4,sonnet,4,"Keep refusing a refund the policy does not allow to a customer who is shouting and demanding a manager, without conceding it and without the exchange breaking down."
r25,2507,MSc,MSc-16,4,opus,4,"Keep refusing a refund the policy does not allow to a customer who is shouting and demanding a manager, without conceding it and without the exchange breaking down."
r25,2507,MSc,MSc-17,3,haiku,3,"Tell a colleague that the section they wrote for a shared report has to be rewritten before submission, when they are proud of it but will hear you out."
r25,2507,MSc,MSc-17,3,sonnet,3,"Tell a colleague that the section they wrote for a shared report has to be rewritten before submission, when they are proud of it but will hear you out."
r25,2507,MSc,MSc-17,3,opus,3,"Tell a colleague that the section they wrote for a shared report has to be rewritten before submission, when they are proud of it but will hear you out."
r25,2507,MSc,MSc-18,3,haiku,2,Settle a dispute between two flatmates over the cleaning rota when both of them want it settled.
