You are an ADeLe demand-level annotator. For each of the 43 tasks below, assign a single demand level (an integer 0-5) for ONE dimension: PLe - Action control and execution.

The level is a property of the task state: how much of the Action control and execution ability is still required to complete the task successfully from the situation shown. It is independent of how skilled any particular solver is.

Score using ONLY the rubric provided below. Assign levels by elimination against the rubric's stated conditions, not by an overall impression of how hard or tricky a task feels:
1. From the rubric, identify the specific factors that distinguish its levels.
2. For each task, read off the values of those factors from the task description.
3. Check from the top level downward. Assign the highest level whose defining conditions are satisfied.
4. Surface cues the rubric does not tie to a higher level do not by themselves raise the level.

Each task describes a situation already in progress. Score only the demand still required to complete it from that situation. Do not score the demand of solving the original task from the very start, and do not let work that has already been completed increase the level unless the remaining task still requires it.

=== PLe RUBRIC ===
# Action control and execution

This rubric assesses the ability to implement plans to achieve specific goals. It encompasses the capacity to evaluate progress, decide when to revise a plan, when to start and finish a subtask, and how to implement a plan in practice. The demand of the task increases with the number of actions and the accuracy needed, the presence and definition of subtasks, the specificity of the plan, the speed and clarity of the reward signal, the speed of change in the environment, and the open-endedness of the goals. Here a reward is the environment's signal that the task (or a subtask) has been accomplished — not the observation of the resulting state, nor whether a move was legal — and it is sparse when many actions pass before such a signal arrives.

Level 0: Atomic action, no execution control. The task does not require any execution control, progress monitoring or plan adjustment, and can be completed in a single, atomic conceptual action.
Examples:
* Evaluate the possibility of achieving checkmate in chess in a single move.
* Do a Google search from google.com.
* Select the figure that fits the pattern from A to E.

Level 1: Simple instruction following. The task takes a few actions (from about two to ten) and gives a reward after essentially every action, so little monitoring is needed. It follows a well-defined, short-term plan with no subtasks, in a static environment.
Examples:
* Adding 56879 + 342543 manually, digit by digit.
* Cooking a recipe with all ingredients available, following step-by-step instructions.
* Resetting a password by following the prompts on a website.

Level 2: Instruction following with monitoring. Either the task takes from about two to ten actions but the reward arrives only at the end or once per subtask, or it takes more than ten actions but with a reward after nearly every action. Either way the agent decomposes it into a few well-defined subtasks and verifies progress; the goal is clear and the environment is static.
Examples:
* Following a tutorial to implement a small transformer network.
* Building a piece of furniture using instructions.
* Verifying the correctness of a derivation of Bell's theorem proof.

Level 3: Action control with a loosely defined plan. The task takes more than about ten actions (on the order of tens) and the reward is sparse — arriving only after roughly ten or more actions — so the agent must self-monitor and discover useful chunks of actions. The goal is precise and the environment is static, but there is no formal plan, so an agent's state persists once a subtask is finished.
Examples:
* Write and polish the introduction of a scientific paper.
* Derive the conservation of momentum and energy from Einstein's general-relativity equations.
* Design the claims in a patent based on its associated paper.
* Summarise a long document and extract its main arguments.

Level 4: Advanced action control with sparse reward and open-ended goals. The task spans hundreds to thousands of actions or has an open-ended, qualitatively judged goal; the reward arrives only after major milestones and the environment is static or slowly evolving. It decomposes into many subtasks that are not clearly separated, and the agent must decide when to self-evaluate, revise the plan and switch subtasks.
Examples:
* Develop a full research paper, including literature review, experimental design and data analysis.
* Develop the plot, characters and world-building for a complex fictional work, such as "The Lord of the Rings".
* Design a comprehensive marketing strategy for a new product.

Level 5: Advanced action control in dynamic, uncertain environments. The environment is dynamic or stochastic, or the goal is ambiguous or evolving; the horizon is unbounded (weeks to months) and the reward is extremely sparse, noisy and delayed. The agent must use hierarchical planning and exploration, continually generating and adapting plans across numerous interacting subtasks with undefined boundaries.
Examples:
* Coordinate the efforts to take a startup from $0 to $10M annual recurring revenue.
* Coordinate and implement a large-scale research effort, such as the project that led to AlphaFold.

=== 43 TASKS (custom_id ||| situation) ===
chain-6-boat-3#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. The item5 and the item6 must not be left together without the farmer. Current situation -- Left bank: item1, item3, item5. Right bank: farmer, item2, item4, item6. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
chain-6-boat-4#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. The item5 and the item6 must not be left together without the farmer. Current situation -- Left bank: item1, item3, item5. Right bank: farmer, item2, item4, item6. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
star-3-boat-1#s2 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 1 item per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Current situation -- Left bank: item2. Right bank: farmer, item1, item3. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
star-3-boat-2#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Current situation -- Left bank: item1. Right bank: farmer, item2, item3. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
star-3-boat-3#s0 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Current situation -- Left bank: farmer, item1. Right bank: item2, item3. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
star-3-boat-4#s0 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. Current situation -- Left bank: farmer, item1. Right bank: item2, item3. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
star-4-boat-2#s2 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2, item3. Right bank: item4. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
star-4-boat-3#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. Current situation -- Left bank: item1. Right bank: farmer, item2, item3, item4. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
star-4-boat-4#s0 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. Current situation -- Left bank: farmer, item1. Right bank: item2, item3, item4. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
star-5-boat-2#s2 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. Current situation -- Left bank: item2, item3. Right bank: farmer, item1, item4, item5. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
star-5-boat-3#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. Current situation -- Left bank: item1. Right bank: farmer, item2, item3, item4, item5. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
star-5-boat-4#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. Current situation -- Left bank: item1. Right bank: farmer, item2, item3, item4, item5. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
star-6-boat-2#s2 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2, item3, item4. Right bank: item5, item6. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
star-6-boat-3#s2 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2, item3, item4. Right bank: item5, item6. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
star-6-boat-4#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. Current situation -- Left bank: item1. Right bank: farmer, item2, item3, item4, item5, item6. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
cycle-3-boat-2#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Current situation -- Left bank: item2. Right bank: farmer, item1, item3. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
cycle-3-boat-3#s0 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2. Right bank: item3. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
cycle-3-boat-4#s0 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2. Right bank: item3. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
cycle-4-boat-2#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. Current situation -- Left bank: item1, item3. Right bank: farmer, item2, item4. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
cycle-4-boat-3#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. Current situation -- Left bank: item1, item3. Right bank: farmer, item2, item4. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
cycle-4-boat-4#s0 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item3. Right bank: item2, item4. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
cycle-5-boat-3#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. Current situation -- Left bank: item2, item4. Right bank: farmer, item1, item3, item5. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
cycle-5-boat-4#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. Current situation -- Left bank: item2, item4. Right bank: farmer, item1, item3, item5. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
cycle-6-boat-3#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. The item5 and the item6 must not be left together without the farmer. Current situation -- Left bank: item1, item3, item5. Right bank: farmer, item2, item4, item6. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
cycle-6-boat-4#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item6 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. The item5 and the item6 must not be left together without the farmer. Current situation -- Left bank: item1, item3, item5. Right bank: farmer, item2, item4, item6. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
complete-3-boat-2#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 2 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Current situation -- Left bank: item2. Right bank: farmer, item1, item3. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
complete-3-boat-3#s0 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2. Right bank: item3. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
complete-3-boat-4#s0 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2. Right bank: item3. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
complete-4-boat-3#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 3 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item2 and the item4 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. Current situation -- Left bank: item3. Right bank: farmer, item1, item2, item4. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
complete-4-boat-4#s0 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item2 and the item4 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. Current situation -- Left bank: farmer, item1, item2, item3. Right bank: item4. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
complete-5-boat-4#s1 ||| You are partway through a river-crossing puzzle. The boat carries the farmer and at most 4 items per crossing. The item1 and the item2 must not be left together without the farmer. The item1 and the item3 must not be left together without the farmer. The item1 and the item4 must not be left together without the farmer. The item1 and the item5 must not be left together without the farmer. The item2 and the item3 must not be left together without the farmer. The item2 and the item4 must not be left together without the farmer. The item2 and the item5 must not be left together without the farmer. The item3 and the item4 must not be left together without the farmer. The item3 and the item5 must not be left together without the farmer. The item4 and the item5 must not be left together without the farmer. Current situation -- Left bank: item4. Right bank: farmer, item1, item2, item3, item5. The boat is on the right bank. Find a sequence of crossings that gets everything to the right bank from here.
missionaries-cannibals-3#s2 ||| You are partway through a river-crossing puzzle. The boat holds at most 2 and needs at least one aboard to row. On an unattended bank, the C1/C2/C3 must never outnumber the M1/M2/M3 when any of the latter are present. Current situation -- Left bank: C3, M1, M2, M3. Right bank: C1, C2. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.
missionaries-cannibals-4#s2 ||| You are partway through a river-crossing puzzle. The boat holds at most 3 and needs at least one aboard to row. On an unattended bank, the C1/C2/C3/C4 must never outnumber the M1/M2/M3/M4 when any of the latter are present. Current situation -- Left bank: C2, C3, C4, M1, M2, M3. Right bank: C1, M4. The boat is on the left bank. Find a sequence of crossings that gets everything to the right bank from here.

=== OUTPUT ===
Return ONLY a CSV inside a single code block. Header exactly:
custom_id,level,reason
then EXACTLY 43 data rows, one per task in the given order. `level` must be an integer 0-5. `reason` must be 15 words or fewer and name the rubric conditions that decided the level. Output nothing before or after the code block.

